,Unnamed: 0.1,Unnamed: 0,id,region,country,area,latitude,longitude,site_name,basin,formation,unit_designation,type,storage_unit_type,discovery_status,age,publication,project_history,development_plan,containment_summary,assessment_notes,simulation_model,year_of_publication,date_of_assessment,author,site_area_km2,depth,thickness_m,ntg,porosity,permeability_md,brine_salinity,co2_density,well_count,well_density,single_well_discovery_area,pressure_psig,source_of_storage_efficiency_factor,storage_efficiency,pore_compressibility,frac_pressure,pre_injection_pressure,source_of_analogue,assessment,stored_low,stored_mid,stored_high,on_injection_low,on_injection_mid,on_injection_high,approved_for_development_low,approved_for_development_mid,approved_for_development_high,justified_for_development_low,justified_for_development_mid,justified_for_development_high,development_pending_low,development_pending_mid,development_pending_high,development_on_hold_low,development_on_hold_mid,development_on_hold_high,development_not_viable_low,development_not_viable_mid,development_not_viable_high,development_unclarified_low,development_unclarified_mid,development_unclarified_high,inaccessible_subcommercial_low,inaccessible_subcommercial_mid,inaccessible_subcommercial_high,prospect_low,prospect_mid,prospect_high,lead_low,lead_mid,lead_high,sequence_play_low,sequence_play_mid,sequence_play_high,basin_play_low,basin_play_mid,basin_play_high,undiscovered_inaccessible_low,undiscovered_inaccessible_mid,undiscovered_inaccessible_high,total_low,total_mid,total_high,sum_low,sum_mid,sum_high,flowtest,rocktype,project_spec,p50_pore_volume_mmcum,prop_considered_discovered
555,555,555,10556,Europe,GBR,North Sea,54.25,2.32,Murdoch Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Westphalian Sandstones,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Upper Carboniferous,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,Cycle 4 update: This site sits within site CS022 of the UK NSTA license round for CO2 sites in 2023. Neptune Energy CCS are the license holders and was awarded on 01/08/2023. No further details on plans exist at the time of Cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk.",,2015,Cycle 4,KE,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,,0,0,0,0,,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,,,36000000.0,,Yes,Clastic,NO,,1.0
556,556,556,10557,Europe,GBR,North Sea,57.651944444444446,1.1402777777777775,Nelson Oil Field,Central Graben,Forties Sandstone,Oilfield closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Eocene,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,There is no project currently planned at the site and reported in the public domain.  The site is included in the CO2stored database and reported briefly in the Strategic UK CO2 Storage Appraisal Project - Addendum,"Borda, et al.,2017 Provide a simulation for the Forties and Nelson field to understand how capacity can be increased with a brine producers. The simulations used 8 injection wells and 5 production wells aimed at producing 2.2 MMtones/year over a 40 year period. Optimisation was preformed to assess pressure build up. Borda, E.S., Govindan, R., Elahi, N., Korre, A., Durucan, S., 2017, The development of dynamic CO2 injection strategy for the depleted Forties and Nelson oilfield using regression-based multi-objective programming, Energy Procedia, 114, 3335-3342","Containment has been considered in CO2Stored. Borda et al., 2017 cite that the reservoir is capped by the Charlie Shale. The depositional environment of a submarine fan created some complex heterogeneities and potential barriers to CO2 movement.","Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk.A dynamic simulation  by Borda et al 2017 (see development plan for citation) is reported in the literature however the absolute volumes are not specified for each site and therefore the source volume is referenced as the storable quantities. The dynamic simulation models the Forties and Nelson Field model simultaneous injection of CO2 and brine production . Storage increased by 125% with brine production .  ",,2015,Cycle 4,KE,0.0,0,0,0.72,25,376,0,0.0,0.0,,200.0,0.0,,0,0,0,0,Assumed Oil and gas replacement,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,,,68000000.0,,Yes,Clastic,NO,,1.0
557,557,557,10558,Europe,GBR,North Sea,53.9775,0.7891666666666667,Neptune Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,There is no project currently planned at the site and reported in the public domain.  The site is included in the CO2stored database and reported briefly in the Strategic UK CO2 Storage Appraisal Project - Addendum,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,0.0,0.0,34000000.0,0.0,Yes,Clastic,NO,,1.0
558,558,558,10559,Europe,GBR,North Sea,53.37166666666667,2.0108333333333333,North Valiant Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS023 awarded in 2023 to Chrysaor Production and BP Exploration. The licenced started 01/09/2023. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,0.0,0.0,20000000.0,0.0,Yes,Clastic,NO,,1.0
559,559,559,10560,Europe,GBR,North Sea,51.0,-0.0333333333333333,Other Offshore Gas Fields,Southern North Sea - Anglo-Dutch,,Saline Aquifer,Petroleum,Structural/Stratigraphic Trap,Discovered,,"Bentham, M, T Mallows, J Lowndes, and A Green. 2014. “CO2 Storage Evaluation Database (CO2Stored). The UK's online storage atlas.” Energy Procedia 63 (BGS) 5103 - 5113.","Gas field  storage resource - total 5,000Mt minus 4725Mt.  ",None available. ,None Specified,"The source document provides a summation of storage resource in  the UKCS from CO2Stored from Saline aquifers, chalk, oil and gas fields.   This entry represents the CO2 Storage resource for this groups of sites after the specific sites detailed elsewhere in this listing are removed.  This residual resource is classified here as undiscovered Basin play resource.  This is a significant understatement of resource maturity",,2014,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,0.0,275.0,0.0,0.0,275000000.0,0.0,Yes,Clastic,NO,,1.0
560,560,560,10561,Europe,GBR,North Sea,51.0,-0.05,Other Offshore Oil Fields,Southern North Sea - Anglo-Dutch,,Oilfield,Petroleum,Structural/Stratigraphic Trap,Discovered,,"Bentham, M, T Mallows, J Lowndes, and A Green. 2014. “CO2 Storage Evaluation Database (CO2Stored). The UK's online storage atlas.” Energy Procedia 63 (BGS) 5103 - 5113.","Oilfield storage resource - total 3,000Mt minus 586Mt.  ",None available. ,None Specified,"The source document provides a summation of storage resource in  the UKCS from CO2Stored from Saline aquifers, chalk, oil and gas fields.   This entry represents the CO2 Storage resource for this groups of sites after the specific sites detailed elsewhere in this listing are removed.  This residual resource is classified here as undiscovered Basin play resource.  This is a significant understatement of resource maturity",,2014,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,2414.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2414.0,0.0,0.0,2414000000.0,0.0,No,Clastic,NO,,1.0
561,561,561,10562,Europe,GBR,North Sea,51.0,-0.0166666666666666,Other Offshore Saline Chalk Aquifers,Southern North Sea - Anglo-Dutch,,Saline Aquifer,Saline,"Open, no identified structural/ stratigraphic confinement",Undiscovered,,"Bentham, M, T Mallows, J Lowndes, and A Green. 2014. “CO2 Storage Evaluation Database (CO2Stored). The UK's online storage atlas.” Energy Procedia 63 (BGS) 5103 - 5113.","Saline clastic storage resource - total 60,000Mt minus 9435.  ",None available. ,None Specified,"The source document provides a summation of storage resource in  the UKCS from CO2Stored from Saline aquifers, chalk, oil and gas fields.   This entry represents the CO2 Storage resource for this groups of sites after the specific sites detailed elsewhere in this listing are removed.  This residual resource is classified here as undiscovered Basin play resource.  This is a significant understatement of resource maturity",,2014,Cycle 1,AJ,,,,,,,,,,,20.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,,,,0.0,9000.0,0.0,0.0,9000000000.0,0.0,No,Carbonate,NO,,
562,562,562,10563,Europe,GBR,North Sea,51.0,-0.0833333,Other Offshore Saline Sandstone Aquifers,Southern North Sea - Anglo-Dutch,,Saline Aquifer,Saline,"Open, no identified structural/ stratigraphic confinement",Undiscovered,,"Bentham, M, T Mallows, J Lowndes, and A Green. 2014. “CO2 Storage Evaluation Database (CO2Stored). The UK's online storage atlas.” Energy Procedia 63 (BGS) 5103 - 5113.","Saline clastic storage resource - total 61,000Mt minus 9435.  ",None available. ,None Specified,"The source document provides a summation of storage resource in  the UKCS from CO2Stored from Saline aquifers, chalk, oil and gas fields.   This entry represents the CO2 Storage resource for this groups of sites after the specific sites detailed elsewhere in this listing are removed.  This residual resource is classified here as undiscovered Basin play resource.  This is a significant understatement of resource maturity",,2014,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51565.0,,,,,0.0,51565.0,0.0,0.0,51565000000.0,0.0,No,Clastic,NO,,
563,563,563,10564,Europe,GBR,North Sea,54.06,0.9411111111111112,Ravenspurn Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,There is no project currently planned at the site and reported in the public domain.  The site is included in the CO2stored database and reported briefly in the Strategic UK CO2 Storage Appraisal Project - Addendum,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,0.0,119.0,0.0,0.0,119000000.0,0.0,Yes,Clastic,NO,,1.0
564,564,564,10565,Europe,GBR,North Sea,54.068333333333335,2.073888888888889,Schooner Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Westphalian Sandstones,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Upper Carboniferous,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,Cycle 4 update: This site sits within site CS007 of the UK NSTA license round for CO2 sites in 2023. BP and Equinor are the license holders and was awarded on 01/05/2022. No further details on plans exist at the time of Cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,,0,0,0,0,,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,,,24000000.0,,Yes,Clastic,NO,,1.0
565,565,565,10566,Europe,GBR,North Sea,54.28361111111111,1.6941666666666666,Trent Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Westphalian Sandstones,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Upper Carboniferous,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,Cycle 4 update: This site sits within site CS006 of the UK NSTA license round for CO2 sites in 2023. BP and Equinor are the license holders and was awarded on 01/05/2022. ,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,,0,0,0,0,,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,,8000000.0,,Yes,Clastic,NO,,1.0
566,566,566,10567,Europe,GBR,North Sea,53.45166666666667,2.1069444444444447,Valkyrie Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS005 awarded  to Chrysaor Production. The licenced started 15/10/21. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,6000000.0,0.0,Yes,Clastic,NO,,1.0
567,567,567,10568,Europe,GBR,North Sea,53.46472222222223,2.040277777777778,Vampire Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,There is no project currently planned at the site and reported in the public domain.  The site is included in the CO2stored database and reported briefly in the Strategic UK CO2 Storage Appraisal Project - Addendum,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 1,AJ,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,5000000.0,0.0,Yes,Clastic,NO,,1.0
568,568,568,10569,Europe,GBR,North Sea,53.375277777777775,2.105277777777778,Vanguard Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS005 awarded  to Chrysaor Production. The licenced started 15/10/21. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,0.0,14000000.0,0.0,Yes,Clastic,NO,,1.0
569,569,569,10570,Europe,GBR,North Sea,53.32916666666667,2.343888888888889,Victor Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,There is no project currently planned at the site and reported in the public domain.  The site is included in the CO2stored database and reported briefly in the Strategic UK CO2 Storage Appraisal Project - Addendum,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,0.0,0,0,0.0,0,0,0,0.0,0.0,,200.0,0.0,,0,0,0,0,,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,,85000000.0,,Yes,Clastic,NO,,1.0
570,570,570,10571,Europe,GBR,North Sea,53.520833333333336,2.228888888888889,Viking A Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gasfield closed by 2030,Petroleum,Structural/Stratigraphic Trap,O&G Assumed discovered,Lower Permian,Energy Technologies Institute ETI. 2015. “DECC Storage Appraisal: WP5E - Viking A Storage Development Plan 10113ETIS-Rep-21-03.”,"Awarded Track 2 Cluster funding by the UK government in 2023. Licensed held By Harbour Energy and BP. Expected to be operational from as early as 2027, assuming government sequencing through its Track 2 process in 2023 and on a Final Investment Decision in 2024","Harbour expects Viking CCS to start operating in 2027. The company aims to transport and store 10 MM metric tons per year of CO2 by 2030 and up to 15 MM metric tons by 2035.  Viking CCS will reuse existing pipelines and utilise decommissioned gas fields in the Southern North Sea . Detailed development plans are not in the public domain . Further details  on Viking website https://www.vikingccs.co.uk/about_x000D_
","There is a high level of confidence that over 130Mt of CO2 can be contained within the Leman Sandstone in the Viking A site._x000D_
_x000D_
• 1000 years after injection has ceased the CO2 plume is still contained within the Viking A structure and the defined storage complex._x000D_
_x000D_
• The primary top seal is provided by a 365m sequence of halites with interbedded anhydrites and carbonates of the Permian Zechstein_x000D_
_x000D_
Group._x000D_
_x000D_
• Underlying the Leman Sandstone is approximately 400 m (1200 ft) of Carboniferous sediments of Westphalian age. These are_x000D_
_x000D_
predominantly shales, clays and siltstone with low permeability. and provide an effective containment feature at the floor of the store._x000D_
_x000D_
• Viking has minimal risk of caprock or fault failure for the modelled stress conditions, reservoir and overburden properties and fault properties. No adverse geochemical reactions are anticipated with the reservoir or caprock that might reduce the formations strength and integrity.",The primary source is a detailed storage development plan which included an assessment against a prototype SRMS system.  A 26 year injection duration was modelled.  Low estimate is based upon P90 probabilistic estimate from the source document. Mid estimate is the base case from the development plan and the high estimate comes from a calibrated probabilistic storage capacity estimate. Updated storage assessments are not available in the Public domain in Cycle 4. ,,2015,Cycle 4,KE,40.0,2500,235,80.0,16,83,150000,799.0,13.0,0.325,200.0,2.1029018,,78,0,1.56511052,0.235111316,Storage efficiency was reported from a range of simulation sensitivity runs,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,130.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,130.0,150.0,107.0,130000000.0,150.0,Yes,Clastic,YES,,1.0
571,571,571,10572,Europe,GBR,North Sea,53.49138888888889,2.245555555555556,Viking Gas Fields Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gasfield closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Prospect Summary Sheets.”,"Awarded Track 2 Cluster funding by the UK government in 2023. Licensed held By Harbour Energy and BP. Expected to be operational from as early as 2027, assuming government sequencing through its Track 2 process in 2023 and on a Final Investment Decision in 2024",Harbour expects Viking CCS to start operating in 2027. The company aims to transport and store 10 MM metric tons per year of CO2 by 2030 and up to 15 MM metric tons by 2035.  Viking CCS will reuse existing pipelines and utilise decommissioned gas fields in the Southern North Sea . Detailed development plans are not in the public domain . Further details  on Viking website https://www.vikingccs.co.uk/about,The Viking complex consists is a series of tilted fault blocks separated by large E-W trending normal faults.  The structured are overlain by thick Zechstein evaporites between 182 and 1372m thick which provide an excellent seal.  Key containment risk is associated with legacy wells.,"Source Poster contains development plan summary and cost estimate for the initial phase of a large project.  Calculation of storable volumes was based upon the replacement method.  Probabilistic storable quantities were not reported.  NOTE that this evaluation also includes Viking A. Updated and detailed storage assessments are not in the public domain for Cycle 4. However, ERCE has independently verified Harbour’s estimate of 300 million tonnes of contingent CO2 storage resources as detailed on the Viking Project website.",,2015,Cycle 4,KE,47.0,2438,220,92.0,12,28,0,0.0,73.0,1.553191489361702,200.0,0.0,,0,0,0,0,Storable quantities estimated using replacement methodology,Assessed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,310.0,,,310000000.0,,Yes,Clastic,YES,,1.0
572,572,572,10573,Europe,GBR,North Sea,53.3875,2.1597222222222223,Viscount Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS005 awarded  to Chrysaor Production. The licenced started 15/10/21. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,0.0,,,,,,,,0.0,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,0.0,13000000.0,0.0,Yes,Clastic,NO,,1.0
573,573,573,10574,Europe,GBR,North Sea,53.39833333333333,2.241111111111111,Vixen Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS005 awarded  to Chrysaor Production. The licenced started 15/10/21. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,0.0,13000000.0,0.0,Yes,Clastic,NO,,1.0
574,574,574,10575,Europe,GBR,North Sea,53.24972222222223,1.9702777777777776,Vulcan Gas Field Storage Site,Southern North Sea - Anglo-Dutch,Leman Sandstone,Gas field closed by 2030,Petroleum,Structural/Stratigraphic Trap,Discovered,Lower Permian,Energy Technologies Institute (ETI). 2015. “DECC Storage Appraisal: Strategic UK CO2 Storage Appraisal - Project - Addendum.”,This site sits within the NSTA license block CS023 awarded in 2023 to Chrysaor Production and BP Exploration. The licenced started 01/09/2023. No plans exist yet at the time of cycle 4.,None available.,Containment has been considered in CO2Stored,"Source document reports only P50 capacity estimate,  Normal CO2Stored methodologies apply (Volumetric method for saline aquifers and replacement methods for oil and gas fields).  The source documentation contains no further details, but these can be accessed at www.co2stored.co.uk. ",,2015,Cycle 4,KE,,,,,,,,,,,200.0,0.0,,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,0.0,0.0,64000000.0,0.0,Yes,Clastic,NO,,1.0
575,575,575,10576,Americas,USA,Alabama,32.779444444444444,-86.8286111111111,Alabama State-wide evaluation - Petroleum,,Undifferentiated,Oil & Gas Fields,Petroleum,Structural/Stratigraphic Trap,Discovered,,DOE-NETL. (2015). Carbon Storage Atlas V. US Department of Energy.,Resource estimates derived from US DOE Atlas V,None available.,Not specified. Containment within a depleted field.,DISCOVERED: INACCESSIBLE (no details of field availability). ,,2015,Cycle 1,SB,,,,,,,,,0.0,,200.0,0.0,DOE-NETL Atlas V 2015 - From local knowledge or simulations OR Production method,,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,,,,,,60.0,90.0,120.0,,,,,,,,,,,,,,,,60.0,90.0,120.0,60.0,90000000.0,120.0,No,Carbonate,NO,,1.0
576,576,576,10577,Americas,USA,Alabama,32.78055555555555,-86.82972222222222,Alabama State-wide evaluation - Saline,,Undifferentiated,Saline Aquifer,Saline,Hybrid or Unspecified,Undiscovered,,DOE-NETL. (2015). Carbon Storage Atlas V. US Department of Energy.,Resource estimates derived from US DOE Atlas V,None available.,Not specified.,"Undiscovered. Prospective Basin Play. DOE 2015 Resource estimates: Low: 120.22 GT, Mid: 307.34 GT, High: 689.67 GT. Values from Sequence Play (Black Warrior Basin) subtracted to avoid double counting at Undiscovered maturity class. Note Discovered: Sub-commercial storable quantities (e.g. Citronelle project) not subtracted to avoid aggregation across maturity classes.",,2015,Cycle 1,SB,,,,,,,,,0.0,,200.0,0.0,DOE-NETL Atlas V 2015,2,,0,0,,Assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119785.0,304131.0,683687.0,,,,119785.0,304131.0,683687.0,119785.0,304131000000.0,683687.0,No,Carbonate,NO,,
